#,Company Name,About,Outreach Insight,Headline,Top Opportunity,Brief URL,Slug,Review Status,Notes,OK to send?
300,HomeProHeroes,Service that lets homeowners book estimates with top-rated home improvement professionals.,HomeProHeroes is trying to grow adoption where homeProHeroes lets homeowners book estimates with top-rated home improvement professionals before projects begin. Upstory could help HomeProHeroes refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help HomeProHeroes move more homeowners from a search into a booked estimate.,Make booking an estimate easy.,https://clients.upstory.co/homeproheroes,homeproheroes,Ship,P4 — send when contact found,Yes
301,HomeShare,Co-living marketplace using personality-based matching to pair housemates in major cities.,HomeShare asks renters to commit to living arrangements with matched strangers before knowing compatibility or housing quality. Upstory could help design housemate matching and lease commitment flows for co-living in major cities.,We believe we can help HomeShare move more renters from a match into a committed co-living lease.,Make matching lead to a lease.,https://clients.upstory.co/homeshare,homeshare,Ship,P2 — send when contact found,Yes
302,HomeSpec,Platform connecting homeowners with vetted local pool construction specialists.,HomeSpec is trying to grow adoption where homeSpec connects homeowners with trusted pool construction specialists and guarantees service before the project completes. Upstory could help HomeSpec refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help HomeSpec move more homeowners from a search into a matched pool specialist.,Make search lead to a matched specialist.,https://clients.upstory.co/homespec,homespec,Ship,P3 — send when contact found,Yes
303,Homestoc,"Real estate and rental marketplace for buying, selling, and renting homes with local market information.","Homestoc is trying to grow adoption where a real estate and rental marketplace for buying, selling, and renting homes. Upstory could help Homestoc shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help Homestoc move more visitors from a search into a connected professional or listing.,Make search lead to a connection.,https://clients.upstory.co/homestoc,homestoc,Ship,P4 — send when contact found,Yes
304,HoneyBricks,"Online marketplace offering fractional ownership in pre-vetted, institutional-quality multifamily real estate.","Insufficient signal for a specific angle until the operating company is verified. If HoneyBricks matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help HoneyBricks move more investors from signup into a first completed investment.,Make onboarding lead to a first investment.,https://clients.upstory.co/honeybricks,honeybricks,Skip,entity verification — Clay/Apollo mismatch,No
305,Hop,Rideshare app focused on inclusion and safe rides for underserved riders regardless of location or income.,Hop-In-Go Pal is trying to grow adoption where a rideshare app emphasizing inclusion and safe rides for underserved riders. Upstory could help Hop-In-Go Pal refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Hop move more new riders to a completed first ride.,Make the first ride easy and welcoming.,https://clients.upstory.co/hop,hop,Ship,P4 — send when contact found,Yes
306,Hopely,AI-powered resource and wellness app helping frontline crisis workers intervene and connect people to support.,"HOPELY is trying to grow adoption where an AI wellness app connecting crisis workers to hotlines and resources. Upstory could help HOPELY design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help Hopely move more crisis workers into active use during interventions.,Make finding resources fast under pressure.,https://clients.upstory.co/hopely,hopely,Ship,P3 — send when contact found,Yes
307,Hotelify,"AI tools for hotels, vacation rentals, and hosts to automate guest messages, manage bookings, and improve ratings.","Hotelify is trying to grow adoption where described as a company where smart tools for Hotels, Vacation Rentals, and Airbnb Hosts Automate guest messages, manage bookings, and boost your ratings — with the power of AI. Upstory could help Hotelify refine search-to-book and supplier onboarding so more reservations complete.","We believe we can help Hotelify move more hosts from signup into active, automated guest messaging.",Make setup lead to a first automation.,https://clients.upstory.co/hotelify,hotelify,Ship,P4 — send when contact found,Yes
308,HotPads,Map-based housing marketplace for searching rentals and home sales across the US and Canada.,"Insufficient signal for a specific angle until the operating company is verified. If HotPads matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help HotPads move more searches into contacted listings.,Make map search lead to a contact.,https://clients.upstory.co/hotpads,hotpads,Skip,entity verification — Clay/Apollo mismatch,No
309,House Works,Healthcare technology platform supporting people with complex diseases like cancer using AI-enabled care tools.,"House Works Inc is trying to grow adoption where house Works is a healthcare technology platform for people affected by complex diseases like cancer using AGI-enabled support. Upstory could help House Works Inc design enrollment, intake, and visit-start flows that improve activation into care.","We believe we can help House Works move more patients into an active, supported care journey.",Make enrollment lead to support.,https://clients.upstory.co/house-works,house-works,Ship,P3 — send when contact found,Yes
310,Houser,"Platform where homeowners instantly quote, schedule, and pay vetted local contractors for home improvement.","Insufficient signal for a specific angle until the operating company is verified. If Houser | Find a Real Home Pro matches the Clay description, focus on refine search-to-book and supplier onboarding so more reservations complete.","We believe we can help Houser move more homeowners from a quote into a scheduled, paid job.",Make quote-to-schedule seamless.,https://clients.upstory.co/houser,houser,Skip,entity verification — Clay/Apollo mismatch,No
311,HouseSigma,Canadian real estate platform and brokerage offering valuations and sold-price transparency.,"Insufficient signal for a specific angle until the operating company is verified. If HouseSigma matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help HouseSigma move more users from a search into an active buyer or seller path.,Make data lead to an active path.,https://clients.upstory.co/housesigma,housesigma,Skip,entity verification — Clay/Apollo mismatch,No
312,HPO,Company applying high-energy visible light filters in lenses to reduce age-related macular degeneration risk.,"HPO is trying to grow adoption where hPO applies high-precision approaches to reduce age-related macular degeneration risk for at-risk patients. Upstory could help HPO design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help HPO move more at-risk patients into an adopted prevention plan.,Make the risk lead to adoption.,https://clients.upstory.co/hpo,hpo,Ship,P2 — send when contact found,Yes
313,Humetrix,Mobile health-record apps that put personal and travel healthcare access on patients' phones.,"Humetrix is trying to grow adoption where humetrix deploys mobile health record applications on patient phones for personal and travel healthcare access. Upstory could help Humetrix design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help Humetrix move more new users into an active mobile health record.,Make setup lead to a usable record.,https://clients.upstory.co/humetrix,humetrix,Ship,P2 — send when contact found,Yes
314,Hygia,Company building AI-driven applications that integrate into people's care journeys to improve health outcomes.,"HYGIA is trying to grow adoption where hYGIA builds AI-driven applications integrating into people's care journeys to improve health outcomes. Upstory could help HYGIA design enrollment, intake, and visit-start flows that improve activation into care.","We believe we can help Hygia move more new users into an active, AI-supported care journey.",Make onboarding lead to a first step.,https://clients.upstory.co/hygia,hygia,Ship,P3 — send when contact found,Yes
315,I V Y Labs,Mobile payment and billing platform for independent health providers and their patients.,Ivy Pay asks patients to authorize healthcare payments and share billing information before services are rendered across all 50 states. Upstory could help polish patient payment authorization and provider onboarding flows for independent health professionals.,We believe we can help I V Y Labs move more providers into a first authorized patient payment.,Make onboarding lead to a first payment.,https://clients.upstory.co/i-v-y-labs,i-v-y-labs,Ship,P2 — send when contact found,Yes
316,i2iConnect,Platform helping patients find the right therapist from the start and easing practice logistics.,"Insufficient signal for a specific angle until the operating company is verified. If i2iConnect matches the Clay description, focus on design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help i2iConnect move more patients from a search into a matched therapist.,Make matching lead to a connection.,https://clients.upstory.co/i2iconnect,i2iconnect,Skip,entity verification — Clay/Apollo mismatch,No
317,Icook,Platform delivering fine-dining experiences prepared by chefs in customers' homes.,icook is trying to grow adoption where icook delivers fine dining experiences prepared by chefs in the privacy of customers' homes. Upstory could help icook refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help icook move more customers from a search into a booked in-home chef experience.,Make booking a chef easy.,https://clients.upstory.co/icook,icook,Ship,P4 — send when contact found,Yes
318,Idam,"Online marketplace for discovering, listing, and booking event venues and spaces.",idam is trying to grow adoption where an online venue booking marketplace for discovering and reserving event spaces. Upstory could help idam refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Idam move more event planners from a search into a booked venue.,Make discovery lead to a booking.,https://clients.upstory.co/idam,idam,Ship,P4 — send when contact found,Yes
319,iDeals,Investment platform for commercial real estate within a global secure-cloud technology group.,"iDeals.NET is trying to grow adoption where an investment platform for commercial real estate within the iDeals Solutions Group. Upstory could help iDeals.NET shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help iDeals move more investors from signup into a first commercial real estate investment.,Make onboarding lead to an investment.,https://clients.upstory.co/ideals,ideals,Ship,P3 — send when contact found,Yes
320,Identity Armor,Consumer identity theft protection service guarding against fraud and its lasting consequences.,"Identity Armor is trying to grow adoption where identity Armor addresses identity theft protection for consumers. Upstory could help Identity Armor clarify verification, setup, and secure-sharing flows at first use.",We believe we can help Identity Armor move more signups into active protection.,Make signup lead to active protection.,https://clients.upstory.co/identity-armor,identity-armor,Ship,P3 — send when contact found,Yes
321,IdentityMaxxPlus,"Identity theft monitoring service covering family, child, medical, and tax identity with recovery plans.","IdentityMaxxPlus is trying to grow adoption where identityMaxxPlus provides family, child, medical, and tax identity theft monitoring with 24/7 surveillance and recovery plans. Upstory could help IdentityMaxxPlus clarify verification, setup, and secure-sharing flows at first use.",We believe we can help IdentityMaxxPlus move more signups into active family monitoring.,Make family setup lead to active monitoring.,https://clients.upstory.co/identitymaxxplus,identitymaxxplus,Ship,P3 — send when contact found,Yes
322,IDgo,"Passwordless, phone-based authentication that protects consumers against impersonation attacks.","Insufficient signal for a specific angle until the operating company is verified. If IDgo matches the Clay description, focus on clarify verification, setup, and secure-sharing flows at first use.",We believe we can help IDgo move more customers to a first live authentication flow.,Make first authentication go live smoothly.,https://clients.upstory.co/idgo,idgo,Skip,entity verification — Clay/Apollo mismatch,No
323,iLIKEBUS,Online platform for finding and booking intercity bus tickets across the United States.,iLIKEBUS.com is trying to grow adoption where iLIKEBUS.com sells inter-city bus tickets across the United States. Upstory could help iLIKEBUS.com refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help iLIKEBUS move more travelers from a search into a booked ticket.,Make search lead to a booked ticket.,https://clients.upstory.co/ilikebus,ilikebus,Ship,P2 — send when contact found,Yes
324,Illuminex,Trading platform offering bots that automate trades for everyday users.,"Illuminex is trying to grow adoption where a trading platform offering bots to automate trades for everyone. Upstory could help Illuminex shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help Illuminex move more new users from signup into a first automated trade.,Make setting up a bot lead to a trade.,https://clients.upstory.co/illuminex,illuminex,Ship,P3 — send when contact found,Yes
325,Imedcenter,Consumer-centered connected health cloud for managing personal health data on mobile in real time.,"imedcenter.com is trying to grow adoption where imedcenter.com offers a consumer-centered connected health cloud for personal health data. Upstory could help imedcenter.com design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help Imedcenter move more new users into an active connected health record.,Make connecting data lead to a useful view.,https://clients.upstory.co/imedcenter,imedcenter,Ship,P2 — send when contact found,Yes
326,Immi,Digital compliance division of a payments company facilitating secure commerce between people and machines.,"immi is trying to grow adoption where the product helps users protect personal data, browsing activity, or digital identity before they can safely use the open internet or connected services. Upstory could help immi clarify verification, setup, and secure-sharing flows at first use.",We believe we can help immi move more new users into a first completed compliant transaction.,Make compliance lead to a transaction.,https://clients.upstory.co/immi,immi,Ship,P4 — send when contact found,Yes
327,iModa,"Peer-to-peer private messaging app where users control who sees their texts, voice, and photos.","iModa is trying to grow adoption where iModa provides peer-to-peer private messaging where users control who sees texts, voice, and photos. Upstory could help iModa clarify verification, setup, and secure-sharing flows at first use.",We believe we can help iModa move more new users to a first private message sent.,Make the first private message easy.,https://clients.upstory.co/imoda,imoda,Ship,P3 — send when contact found,Yes
328,INAU,AI communicator helping autistic users interpret neurotypical interactions through smartphone analysis.,"INAU.AI is trying to grow adoption where iNAU is an AI communicator helping autistic users interpret neurotypical interactions through sensitive condition analysis on smartphones. Upstory could help INAU.AI design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help INAU move more new users into active everyday use of the communicator.,Make the first interaction helpful.,https://clients.upstory.co/inau,inau,Ship,P3 — send when contact found,Yes
329,Indian Adventures,Service booking wildlife adventure tours and resort stays at Indian national parks.,Indian Adventures is trying to grow adoption where indian Adventures books wildlife adventure tours and resort stays at Indian national parks. Upstory could help Indian Adventures refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Indian Adventures move more inquiries into booked wildlife trips.,Make inquiry lead to a booking.,https://clients.upstory.co/indian-adventures,indian-adventures,Ship,P3 — send when contact found,Yes
330,Injury,Technology-driven personal injury law service guiding clients from sign-up through payout.,"Insufficient signal for a specific angle until the operating company is verified. If injury.com matches the Clay description, focus on polish dispute intake and resolution paths where users commit before outcomes.",We believe we can help Injury move more claimants from sign-up into an active case.,Make sign-up lead to an active case.,https://clients.upstory.co/injury,injury,Skip,entity verification — Clay/Apollo mismatch,No
331,Innercircuit,Web platform enabling online rent payment by ACH and card for the property management industry.,Innercircuit is trying to grow adoption where described as a company where innercircuit provides an easy to use web-based platform enabling the online payment of residential and commercial rents through electronic check payments (ACH) and credit cards to the property management industry. Upstory could help Innercircuit refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Innercircuit move more residents into a first online rent payment.,Make the first online payment easy.,https://clients.upstory.co/innercircuit,innercircuit,Ship,P2 — send when contact found,Yes
332,Insomniac Browser,Multi-session private browsing software for working securely across many websites at once.,"Insomniac Browser is trying to grow adoption where insomniac Browser provides multi-session private browsing for sensitive online work. Upstory could help Insomniac Browser clarify verification, setup, and secure-sharing flows at first use.",We believe we can help Insomniac Browser move more new users into active multi-session use.,Make first setup lead to active use.,https://clients.upstory.co/insomniac-browser,insomniac-browser,Ship,P3 — send when contact found,Yes
333,Instance,"Crypto payments service letting users get paid in crypto, send money, and withdraw to bank accounts.","Insufficient signal for a specific angle until the operating company is verified. If Instance matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help Instance move more new users from signup into a first completed transfer.,Make the first transfer reachable.,https://clients.upstory.co/instance,instance,Skip,entity verification — Clay/Apollo mismatch,No
334,Instant CAR FIX,Service sending certified mobile mechanics to customers' locations for car repairs.,"Insufficient signal for a specific angle until the operating company is verified. If INSTANT CAR FIX matches the Clay description, focus on refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help Instant CAR FIX move more customers from a request into a booked mobile repair.,Make the request lead to a booked repair.,https://clients.upstory.co/instant-car-fix,instant-car-fix,Skip,entity verification — Clay/Apollo mismatch,No
335,InterAchat,Online payment platform processing card transactions in PCI-compliant environments for merchants.,"InterAchat is trying to grow adoption where an online payment platform processing card transactions in PCI-compliant environments before purchase fulfillment completes. Upstory could help InterAchat shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help InterAchat move more merchants from signup into a first processed payment.,Make onboarding lead to a first payment.,https://clients.upstory.co/interachat,interachat,Ship,P3 — send when contact found,Yes
336,Intuition Robotics,"AI companion robot platform for older adults, daily routines, and wellbeing support.",Intuition Robotics builds companion robots like ElliQ where older adults adopt devices and share routines before health outcomes prove out. First-week activation for seniors and families drives retention. Upstory could help shape setup and daily engagement flows.,We believe we can help Intuition Robotics move more ElliQ setups to sustained first-week engagement.,Make the first routine feel personal.,https://clients.upstory.co/intuition-robotics,intuition-robotics,Ship,P1 — send when contact found,Yes
337,Invaryant,Patient-centric healthcare platform integrating real-world health data with AI and advanced security for patient safety.,"Insufficient signal for a specific angle until the operating company is verified. If Invaryant matches the Clay description, focus on design enrollment, intake, and visit-start flows that improve activation into care.","We believe we can help Invaryant move more patients into an active, secure health profile.",Make onboarding lead to a connected profile.,https://clients.upstory.co/invaryant,invaryant,Skip,entity verification — Clay/Apollo mismatch,No
338,Invisible,AI personal finance service offering a team of agents that operate like a human advisory firm.,"Invisible is trying to grow adoption where invisible builds Taka, an AI personal finance team operating like a human advisory firm before financial outcomes improve. Upstory could help Invisible shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help Invisible move more new users into an active personal finance plan.,Make onboarding lead to a first plan.,https://clients.upstory.co/invisible,invisible,Ship,P3 — send when contact found,Yes
339,iProVPN,VPN service for staying anonymous online and bypassing access restrictions.,"iProVPN is trying to grow adoption where iProVPN provides VPN service to stay anonymous and bypass restrictions. Upstory could help iProVPN clarify verification, setup, and secure-sharing flows at first use.",We believe we can help iProVPN move more new users to a first successful protected connection.,Make the first connection effortless.,https://clients.upstory.co/iprovpn,iprovpn,Ship,P3 — send when contact found,Yes
340,IPVanish VPN,Consumer VPN service providing anonymous browsing and protection of online activity.,"IPVanish VPN is trying to grow adoption where a consumer VPN service providing anonymous browsing and protection of online activity. Upstory could help IPVanish VPN clarify verification, setup, and secure-sharing flows at first use.",We believe we can help IPVanish VPN move more new installs into an activated first session.,Make the first connect effortless.,https://clients.upstory.co/ipvanish-vpn,ipvanish-vpn,Ship,P4 — send when contact found,Yes
341,iQueue 365,"Intelligent queue platform letting patients check into lines, book appointments, and request virtual visits.","iQueue 365 is trying to grow adoption where iQueue 365 lets patients check into queues, book appointments, and request virtual visits with providers before care occurs. Upstory could help iQueue 365 design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help iQueue 365 move more patients into a first virtual check-in or booking.,Make check-in lead to a booking.,https://clients.upstory.co/iqueue-365,iqueue-365,Ship,P3 — send when contact found,Yes
342,Izzbie,Private virtual mesh network company helping users securely connect their devices and access.,"izzbie is trying to grow adoption where the product helps users protect personal data, browsing activity, or digital identity before they can safely use the open internet or connected services. Upstory could help izzbie clarify verification, setup, and secure-sharing flows at first use.",We believe we can help Izzbie move more new users to a first connected secure network.,Make first setup lead to a connection.,https://clients.upstory.co/izzbie,izzbie,Ship,P4 — send when contact found,Yes
343,Jetaport,"Service that books hotel rooms for groups, simplifying group lodging.",Jetaport is trying to grow adoption where jetaport books hotel rooms for groups headquartered in NYC. Upstory could help Jetaport refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Jetaport move more group inquiries into confirmed room blocks.,Make group inquiry lead to a booking.,https://clients.upstory.co/jetaport,jetaport,Ship,P2 — send when contact found,Yes
344,JetSmarter,Private aviation network and charter marketplace connecting users to private jet flights.,"JetSmarter's legacy motion was members reserving seats and charters before flights prove out. Under XO/Vista, opportunity may sit in consumer booking UX for large upfront travel spend.",We believe we can help JetSmarter move more members from a search into a booked charter or seat.,Make search lead to a booked flight.,https://clients.upstory.co/jetsmarter,jetsmarter,Skip,likely dead or acquired,No
345,Joany,Health insurance technology service offering concierge support for buying and using coverage.,"Insufficient signal for a specific angle until the operating company is verified. If JOANY matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help Joany move more consumers from a comparison into a selected plan.,Make comparison lead to a selected plan.,https://clients.upstory.co/joany,joany,Skip,entity verification — Clay/Apollo mismatch,No
346,Johnson Chiropractic,"Clinic offering chiropractic care, acupuncture, injury care, and weight-loss services.","Insufficient signal for a specific angle until the operating company is verified. If Johnson Chiropractic matches the Clay description, focus on design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help Johnson Chiropractic move more patients from inquiry into a booked first visit.,Make booking a first visit simple.,https://clients.upstory.co/johnson-chiropractic,johnson-chiropractic,Skip,local clinic or registry — not ICP,No
347,Jubel,Platform for planning and booking tailor-made trips around the world.,"Insufficient signal for a specific angle until the operating company is verified. If Jubel matches the Clay description, focus on refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help Jubel move more travelers from a request into a booked tailor-made trip.,Make the request lead to a booking.,https://clients.upstory.co/jubel,jubel,Skip,entity verification — Clay/Apollo mismatch,No
348,JurisTrade,"Marketplace for litigation assets, connecting parties around legal claims and funding.","Insufficient signal for a specific angle until the operating company is verified. If JurisTrade matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help JurisTrade move more participants from a first listing into a completed deal.,Make evaluating an asset lead to a deal.,https://clients.upstory.co/juristrade,juristrade,Skip,entity verification — Clay/Apollo mismatch,No
349,JustShareIt,Peer-to-peer car rental marketplace with insurance covering vehicle sharing.,JustShareIt Inc is trying to grow adoption where a peer-to-peer car rental marketplace with insurance covering vehicle sharing. Upstory could help JustShareIt Inc refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help JustShareIt move more renters from a vehicle view into a confirmed booking.,Make the booking feel secure.,https://clients.upstory.co/justshareit,justshareit,Ship,P2 — send when contact found,Yes
350,Kanza AI,Generative AI clinical reasoning system offering differential diagnosis support to clinicians and patients.,"Kanza AI is trying to grow adoption where kanza AI delivers generative clinical reasoning and differential diagnosis support to physicians, nurses, and patients before outcomes are known. Upstory could help Kanza AI design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help Kanza AI move more clinicians to a first useful diagnostic reasoning session.,Make the first case lead to value.,https://clients.upstory.co/kanza-ai,kanza-ai,Ship,P3 — send when contact found,Yes
351,Keeper Property Services,"Property care service handling upkeep, maintenance, and management for homeowners and landlords.","Keeper Property Services is trying to grow adoption where described as a company where at Keeper, we enrich the lives of property owners, their communities and the environment by efficiently attending to the upkeep, maintenance & management of properties around the world. Upstory could help Keeper Property Services refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help Keeper Property Services move more owners from a request into scheduled care.,Make the first request lead to scheduled care.,https://clients.upstory.co/keeper-property-services,keeper-property-services,Ship,P3 — send when contact found,Yes
352,Kemedar,"Real estate proptech portal where owners, agents, and developers list properties for buyers and investors.","KEMEDAR.COM is trying to grow adoption where kemedar is a unique real estate proptech portal that focuses on creating a comfortable, easy & trustworthy environment for real estate owners, agents & dev Property seekers trust a proptech portal for transactions before knowing whether listings and agents deliver. Upstory could help KEMEDAR.COM shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help Kemedar move more property seekers from a search into a contacted listing.,Make search lead to a contact.,https://clients.upstory.co/kemedar,kemedar,Ship,P3 — send when contact found,Yes
353,KeySavvy,"Private-party vehicle transaction platform for payment, ownership verification, and title transfer.","KeySavvy is trying to grow adoption where keySavvy verifies vehicle ownership and buyer payment to guarantee clear title in peer-to-peer car sales. Upstory could help KeySavvy shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help KeySavvy move more vehicle payment links to completed title-safe transactions.,Show both sides the transaction status.,https://clients.upstory.co/keysavvy,keysavvy,Ship,P1 — send when contact found,Yes
354,Kidmoto Technologies,Service providing airport rides with professionally installed child car seats for traveling families.,Kidmoto Technologies is trying to grow adoption where kidmoto provides airport rides with professionally installed child car seats for families. Upstory could help Kidmoto Technologies refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Kidmoto move more families from a search into a booked airport ride.,Make booking a family ride easy.,https://clients.upstory.co/kidmoto-technologies,kidmoto-technologies,Ship,P3 — send when contact found,Yes
355,KingdomCare,Service helping Christian parents connect with like-minded babysitters for their children.,KingdomCare is trying to grow adoption where kingdomCare helps Christian parents find like-minded babysitters for their children. Upstory could help KingdomCare refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help KingdomCare move more parents from a search into a booked babysitter.,Make finding a sitter lead to a booking.,https://clients.upstory.co/kingdomcare,kingdomcare,Ship,P3 — send when contact found,Yes
356,Kinside,Childcare benefits platform connecting working parents with verified childcare providers.,Kinside historically helped parents book childcare before caregivers proved a fit; post-merger focus may be parent onboarding in the combined UrbanSitter app.,We believe we can help Kinside move more parents from a search into a booked childcare spot.,Make search lead to a booked spot.,https://clients.upstory.co/kinside,kinside,Ship,P2 — send when contact found,Yes
357,Kirb,On-demand parking app that unlocks private and commercial spaces in urban destinations with one tap.,Kirb is trying to grow adoption where an on-demand parking app unlocking private and commercial spaces in urban destinations with one tap. Upstory could help Kirb refine search-to-book and supplier onboarding so more reservations complete.,We believe we can help Kirb move more parking searches into reserved spots.,Make finding a spot lead to a reservation.,https://clients.upstory.co/kirb,kirb,Ship,P2 — send when contact found,Yes
358,Kitchensurfing,"Service bringing chefs into customers' homes to cook meals, built around family dinner.","Insufficient signal for a specific angle until the operating company is verified. If Kitchensurfing matches the Clay description, focus on refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help Kitchensurfing move more customers from a search into a booked in-home chef meal.,Make booking a chef easy.,https://clients.upstory.co/kitchensurfing,kitchensurfing,Skip,entity verification — Clay/Apollo mismatch,No
359,Koala,Online marketplace for booking owner-direct timeshare rentals at a discount to resort pricing.,"Insufficient signal for a specific angle until the operating company is verified. If Koala. matches the Clay description, focus on refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help Koala move more travelers from a search into a confirmed timeshare booking.,Make search lead to a booking.,https://clients.upstory.co/koala,koala,Skip,entity verification — Clay/Apollo mismatch,No
360,KreditFly,"Payment service for fast, secure online purchases funded by card, bank, or cash loads.","KreditFly, Inc. is trying to grow adoption where the product moves money, financial documents, or credit decisions before the user receives the full benefit of the transaction or service. Upstory could help KreditFly, Inc. shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help KreditFly move more new users from signup into a first secure payment.,Make linking a method lead to a payment.,https://clients.upstory.co/kreditfly,kreditfly,Ship,P4 — send when contact found,Yes
361,KWIK Consult,Platform letting physicians find and send patient referrals to specialists electronically in minutes.,"KWIK Consult is trying to grow adoption where kWIK Consult lets physicians send patient referrals to specialists electronically before the receiving doctor confirms acceptance and care plan. Upstory could help KWIK Consult design enrollment, intake, and visit-start flows that improve activation into care.",We believe we can help KWIK Consult move more physicians to a first completed electronic referral.,Make sending a referral fast.,https://clients.upstory.co/kwik-consult,kwik-consult,Ship,P2 — send when contact found,Yes
362,Latitude21Resorts,"Marketplace listing vacation rentals, timeshares, and rooms across Hawaii, Mexico, and the Caribbean.","Latitude21Resorts is trying to grow adoption where latitude21Resorts lists vacation rentals, timeshares, and rooms across Hawaii, Mexico, and the Caribbean for travelers to book. Upstory could help Latitude21Resorts refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help Latitude21Resorts move more travelers from a search into a confirmed booking.,Make search lead to a booking.,https://clients.upstory.co/latitude21resorts,latitude21resorts,Ship,P4 — send when contact found,Yes
363,LaunchGood,Faith-based crowdfunding and giving platform for Muslim-led campaigns and community donations.,LaunchGood drives faith-inspired crowdfunding where donors commit funds before campaign impact is proven. Donor trust at first contribution affects repeat giving. Upstory could help polish donor onboarding and checkout flows.,We believe we can help LaunchGood move more campaign visitors to completed first donations.,Make the giving reason clear before checkout.,https://clients.upstory.co/launchgood,launchgood,Ship,P1 — send when contact found,Yes
364,Law,"Verified top-level domain for credentialed lawyers, firms, and law schools with third-party credential checks.","Insufficient signal for a specific angle; fit is on trust category and product description only. The .law registry asks attorneys and firms to complete verification and choose a domain before their professional authenticity is visible online, yet no hiring, revenue, or growth data is present to time outreach.","We believe we can help .law move more attorneys from interest into a verified, registered domain.",Make verification lead to a registered domain.,https://clients.upstory.co/law,law,Skip,local clinic or registry — not ICP,No
365,LAW & Lawyer,"Platform where users ask legal questions, assign tasks, and solve legal problems online.","LAW & LAWYER is trying to grow adoption where lawFox on lawfox.com.au helps users ask legal questions, assign tasks, and solve legal problems through the platform. Upstory could help LAW & LAWYER polish dispute intake and resolution paths where users commit before outcomes.",We believe we can help LAW & Lawyer move more users from a question into a solved legal task.,Make a question lead to a task.,https://clients.upstory.co/law-lawyer,law-lawyer,Ship,P3 — send when contact found,Yes
366,LawnGuru,Mobile marketplace connecting consumers with local providers for on-demand lawn care and snow removal.,"Insufficient signal for a specific angle until the operating company is verified. If LawnGuru matches the Clay description, focus on refine search-to-book and supplier onboarding so more reservations complete.",We believe we can help LawnGuru move more homeowners from a request into a booked service.,Make the request lead to a booking.,https://clients.upstory.co/lawnguru,lawnguru,Skip,entity verification — Clay/Apollo mismatch,No
367,LeapFinancial,"Fintech offering embedded remittances, conversational banking, and payments across the Americas.","Insufficient signal for a specific angle until the operating company is verified. If LeapFinancial matches the Clay description, focus on shape onboarding, linking, and checkout where users commit funds or terms early.",We believe we can help LeapFinancial move more new users from signup into a first completed transfer.,Make the first transfer reachable.,https://clients.upstory.co/leapfinancial,leapfinancial,Skip,entity verification — Clay/Apollo mismatch,No
